Make,Model,Year,Color,Condition,Mileage,Transmission,Price
Ford,Fusion,2010,Black,Nigerian Used,61710,Automatic,"2,100,000"
Honda,Accord Crosstour,2010,Black,Nigerian Used,220027,Automatic,"2,866,500"
Toyota,Corolla,2022,LE,White,Foreign Used,Automatic,"16,868,248"
Mercedes-Benz,C300,2010,Black,Nigerian Used,218147,Automatic,"6,136,000"
Acura,TL,2005,Silver,Foreign Used,243139,Automatic,"2,940,000"
Mercedes-Benz,M Class,2013,ML 350 4Matic,Black,Nigerian Used,Automatic,"17,160,000"
Toyota,Corolla,2008,Silver,Nigerian Used,225283,Automatic,"2,415,000"
Toyota,Avensis,2011,Blue,Nigerian Used,163346,Automatic,"2,415,000"
Toyota,Sienna,2002,Blue,Nigerian Used,499537,Automatic,"2,184,000"
Lexus,RX,2003,300 4WD,Silver,Nigerian Used,Automatic,"2,500,000"
Mitsubishi,Outlander,2003,Gray,Nigerian Used,162062,Automatic,"2,392,000"
Toyota,Matrix,2003,Black,Nigerian Used,350752,Automatic,"2,016,000"
Ford,Edge,2008,Blue,Nigerian Used,309931,Automatic,"3,120,000"
Toyota,RAV4,2007,Black,Foreign Used,118419,Automatic,"7,280,000"
Acura,MDX,2008,Red,Nigerian Used,294203,Automatic,"3,108,000"
Toyota,Corolla,2009,Gray,Nigerian Used,319376,Automatic,"3,640,000"
Toyota,RAV4,2007,Red,Foreign Used,182272,Automatic,"6,864,000"
Toyota,Corolla,2004,Red,Nigerian Used,455853,Automatic,"2,467,500"
Toyota,Camry,2007,Green,Nigerian Used,131599,Automatic,"2,730,000"
Lexus,IS,2009,White,Nigerian Used,103167,Automatic,"4,992,000"
Mercedes-Benz,CLA-Class,2015,Gray,Nigerian Used,78518,Automatic,"9,880,000"
Toyota,Highlander,2002,Limited V6 AWD,Green,Nigerian Used,Automatic,"3,120,000"
Toyota,Hilux,2002,White,Nigerian Used,118011,Automatic,"3,517,500"
Toyota,Highlander,2008,Limited,Gray,Nigerian Used,Automatic,"5,145,000"
Ford,Explorer,2013,Sport 4dr 4x4 (3.5L 6cyl 6A),Black,Nigerian Used,Automatic,"4,515,000"
Kia,Sorento,2013,Black,Foreign Used,252378,Automatic,"8,190,000"
Toyota,Corolla,2010,Black,Nigerian Used,157021,Automatic,"3,570,000"
Toyota,Avalon,2005,Green,Nigerian Used,123521,Automatic,"1,800,750"
Honda,Accord,2009,Black,Nigerian Used,263281,Automatic,"1,890,000"
Toyota,Highlander,2003,Gold,Nigerian Used,216108,Automatic,"2,762,000"
Lexus,ES,2009,Black,Foreign Used,139875,Automatic,"5,533,500"
Hyundai,Sonata,2011,Black,Nigerian Used,336754,Automatic,"4,050,000"
Volkswagen,Jetta,2009,Black,Nigerian Used,134227,Automatic,"1,365,000"
Toyota,Highlander,2008,Red,Nigerian Used,158234,Automatic,"4,725,000"
Dodge,Durango,2012,Blue,Foreign Used,283195,Automatic,"7,350,000"
Honda,Accord,2017,Black,Nigerian Used,96441,Automatic,"8,320,000"
Honda,Odyssey,2002,Gold,Nigerian Used,251769,Automatic,"1,470,000"
Honda,CR-V,2002,Blue,Nigerian Used,152820,Automatic,"1,768,000"
Toyota,Camry,2010,Gray,Nigerian Used,157913,Automatic,"4,264,000"
Mercedes-Benz,GLS-Class,2017,Black,Nigerian Used,461880,Automatic,"24,675,000"
Acura,MDX,2005,White,Nigerian Used,12382065,Automatic,"1,575,000"
Mercedes-Benz,C280,2007,Gray,Nigerian Used,76273,Automatic,"2,124,000"
Toyota,Camry,1999,Green,Nigerian Used,344937,Automatic,"1,102,500"
Lexus,GX,2015,Black,Nigerian Used,43185,Automatic,"17,325,000"
Mercedes-Benz,GLC-Class,2018,Black,Foreign Used,63747,Automatic,"50,440,000"
Toyota,Camry,2004,Gold,Nigerian Used,204179,Automatic,"2,300,000"
Toyota,Highlander,2002,Blue,Nigerian Used,278343,Automatic,"2,205,000"
Toyota,Corolla,2004,Silver,Nigerian Used,475965,Automatic,"2,152,500"
Toyota,Hilux,2007,White,Nigerian Used,99706,Manual,"4,830,000"
Toyota,Sienna,2000,Green,Nigerian Used,245910,Automatic,"2,080,000"
Chevrolet,Trax,2014,Gray,Nigerian Used,155223,Automatic,"1,365,000"
Toyota,Camry,2003,Blue,Nigerian Used,215295,Automatic,"1,617,000"
Toyota,Corolla,2013,Gray,Nigerian Used,285622,Automatic,"4,992,000"
Toyota,Sienna,2000,Green,Nigerian Used,224299,Automatic,"1,470,000"
Chevrolet,Epica,2007,Silver,Nigerian Used,211150,Automatic,"1,680,000"
Mercedes-Benz,S-Class,2016,S 500 (W222),White,Foreign Used,Automatic,"34,650,000"
Toyota,Camry,2009,Gray,Nigerian Used,261274,Automatic,"2,700,000"
Ford,Edge,2013,SEL 4dr FWD (2.0L 4cyl 6A),Blue,Nigerian Used,Automatic,"3,307,500"
Porsche,Macan,2021,Green,Nigerian Used,3850,Automatic,"90,000,000"
Suzuki,Grand Vitara,2006,Gold,Nigerian Used,243683,Automatic,"4,200,000"
Toyota,Highlander,2006,Limited V6,Black,Nigerian Used,Automatic,"4,368,000"
Hyundai,Sonata,2009,2.4 SE,Green,Nigerian Used,Automatic,"2,600,000"
Opel,Zafira,2002,Blue,Nigerian Used,167515,Manual,"1,924,000"
Toyota,Camry,2002,LE 4dr Sedan (2.4L 4cyl 5M),Blue,Nigerian Used,Automatic,"2,080,000"
BMW,335i,2006,Black,Foreign Used,185729,Automatic,"6,090,000"
Ford,Edge,2008,White,Nigerian Used,157174,Automatic,"2,331,000"
Toyota,Camry,2007,Silver,Nigerian Used,213878,Automatic,"2,772,000"
Lexus,GX,2005,Black,Foreign Used,162208,Automatic,"11,440,000"
Toyota,Land Cruiser,2008,Black,Nigerian Used,138783,Automatic,"20,160,000"
Mercedes-Benz,M Class,2006,Silver,Foreign Used,168589,Automatic,"6,069,000"
Honda,Odyssey,2003,2.3 2WD,Gray,Nigerian Used,Automatic,"1,680,000"
Land Rover,Lr3,2006,White,Nigerian Used,267316,Automatic,"2,940,000"
BMW,3 Series,2008,Gray,Nigerian Used,222000,Automatic,"2,625,000"
Toyota,Avalon,2019,Silver,Foreign Used,16476,Automatic,"25,725,000"
Kia,Rio,2004,Silver,Nigerian Used,272982,Automatic,"1,575,000"
Kia,Cerato,2013,Silver,Nigerian Used,230473,Manual,"1,680,000"
Lexus,RX 330,2006,Black,Nigerian Used,151509,Automatic,"4,888,000"
Toyota,Sienna,2016,Silver,Nigerian Used,102782,Automatic,"8,925,000"
Mercedes-Benz,GL-Class,2015,GL550 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),White,Nigerian Used,Automatic,"16,957,498"
Nissan,Pathfinder,2005,Gray,Nigerian Used,398929,Automatic,"2,600,000"
BMW,3 Series,2009,White,Foreign Used,232947,Automatic,"3,675,000"
Land Rover,Range Rover Evoque,2015,Pure Premium 2dr SUV AWD (2.0L 4cyl Turbo 9A),Blue,Nigerian Used,Automatic,"7,665,000"
Ford,Explorer,2002,4.0,Gold,Nigerian Used,Automatic,"2,835,000"
Lexus,RX 350,2008,Green,Nigerian Used,92137,Automatic,"4,725,000"
Ford,Edge,2011,Brown,Nigerian Used,202468,Automatic,"3,475,500"
Toyota,Camry,2009,LE 4dr Sedan (2.4L 4cyl 5A),Black,Nigerian Used,Automatic,"2,520,000"
Toyota,Camry,2013,Black,Nigerian Used,144801,Automatic,"7,176,000"
Toyota,Camry,1998,Gray,Nigerian Used,170459,Automatic,"945,000"
Toyota,Camry,2011,Green,Nigerian Used,2500,Automatic,"3,150,000"
Mercedes-Benz,C300,2008,White,Nigerian Used,3000,Automatic,"2,940,000"
Toyota,Tundra,2002,Automatic,Black,Nigerian Used,Automatic,"3,255,000"
Toyota,Camry,2003,Silver,Nigerian Used,258200,Automatic,"2,392,000"
Toyota,RAV4,2006,Silver,Nigerian Used,233098,Automatic,"3,412,500"
Toyota,Camry,2008,Blue,Nigerian Used,177106,Automatic,"2,260,000"
Toyota,Camry,2003,Brown,Foreign Used,420071,Automatic,"3,255,000"
Mercedes-Benz,C250,2012,Blue,Nigerian Used,144423,Automatic,"5,304,000"
Honda,Accord,2016,White,Nigerian Used,75666,Automatic,"8,320,000"
Peugeot,406,1998,Blue,Nigerian Used,160932,Manual,"1,470,000"
BMW,528i,2007,White,Nigerian Used,170199,Automatic,"3,675,000"
Toyota,Corolla,2009,Silver,Nigerian Used,110979,Automatic,"3,150,000"
Toyota,Camry,2015,Red,Foreign Used,167186,Automatic,"9,776,000"
Nissan,Maxima,2003,Black,Nigerian Used,229109,Automatic,"1,157,500"
Lexus,ES,2014,Black,Nigerian Used,144601,Automatic,"7,980,000"
Honda,Accord,2005,Black,Nigerian Used,418616,Automatic,"1,102,500"
Mercedes-Benz,E350,2011,Black,Nigerian Used,274206,Automatic,"5,565,000"
Toyota,4-Runner,2007,SR5 V6,Gray,Nigerian Used,Automatic,"4,680,000"
Toyota,Corolla,2009,Red,Nigerian Used,119683,Automatic,"4,784,000"
Toyota,Camry,2008,Silver,Nigerian Used,155336,Automatic,"2,630,000"
Hyundai,Veracruz,2007,Blue,Nigerian Used,149776,Automatic,"2,205,000"
Nissan,Sentra,2007,Red,Nigerian Used,169488,Automatic,"1,575,000"
Lexus,SC,2003,White,Nigerian Used,191739,Automatic,"3,885,000"
Acura,MDX,2006,Gray,Foreign Used,240893,Automatic,"3,640,000"
Honda,Accord,2011,Silver,Nigerian Used,241589,Automatic,"3,328,000"
Lexus,ES,2004,White,Nigerian Used,213042,Automatic,"2,454,375"
Lexus,GX,2005,Silver,Nigerian Used,132367,Automatic,"11,440,000"
Nissan,Altima,2008,Gray,Nigerian Used,512830,Automatic,"2,600,000"
Mercedes-Benz,C300,2016,Black,Foreign Used,108702,Automatic,"15,750,000"
Toyota,Camry,2007,Silver,Nigerian Used,175290,Automatic,"3,328,000"
Toyota,Sienna,2004,LE FWD (3.3L V6 5A),Gold,Nigerian Used,Automatic,"3,570,000"
Honda,Pilot,2013,Brown,Nigerian Used,165781,Automatic,"8,840,000"
Nissan,Quest,2005,Red,Nigerian Used,254132,Automatic,"1,470,000"
Toyota,Sienna,2003,Silver,Nigerian Used,279613,Automatic,"3,120,000"
Honda,Ridgeline,2006,RTL,Silver,Nigerian Used,Automatic,"3,213,000"
Toyota,RAV4,2010,Black,Nigerian Used,194442,Automatic,"4,200,000"
Toyota,Corolla,2010,White,Foreign Used,152562,Automatic,"4,305,000"
Toyota,Highlander,2016,Brown,Foreign Used,94566,Automatic,"14,700,000"
Hyundai,Veloster,2012,Automatic,White,Nigerian Used,Automatic,"6,825,000"
Lexus,GX,2010,Gray,Nigerian Used,135633,Automatic,"16,848,000"
Toyota,Camry,2002,Silver,Nigerian Used,190131,Automatic,"1,872,000"
Lexus,RX 350,2007,Silver,Nigerian Used,137585,Automatic,"3,885,000"
Mercedes-Benz,C300,2009,Red,Nigerian Used,199287,Automatic,"4,368,000"
Mercedes-Benz,C180,2001,Silver,Nigerian Used,99999,Automatic,"1,470,000"
Toyota,Camry,2008,2.4 LE,Silver,Nigerian Used,Automatic,"3,432,000"
Lexus,ES,2002,Silver,Nigerian Used,231522,Automatic,"2,912,000"
Toyota,HiAce,2005,White,Nigerian Used,153320,Automatic,"9,135,000"
Mazda,6,2003,Silver,Nigerian Used,385377,Manual,"1,312,500"
Ford,Explorer,2016,Silver,Nigerian Used,72339,Automatic,"13,000,000"
Lexus,ES,2004,Black,Nigerian Used,186203,Automatic,"2,415,000"
Acura,MDX,2008,SUV 4dr AWD (3.7 6cyl 5A),Black,Nigerian Used,Automatic,"2,814,000"
Toyota,Camry,2012,LE 4dr Sedan (2.5L 4cyl 6A),Gray,Foreign Used,Automatic,"6,968,000"
Lexus,GX,2012,White,Nigerian Used,112411,Automatic,"26,000,000"
Mercedes-Benz,C180,2001,Blue,Nigerian Used,385180,Manual,"1,785,000"
Toyota,Camry,2007,XLE V6 4dr Sedan (3.5L 6cyl 6AM),Black,Nigerian Used,Automatic,"2,835,000"
Hyundai,Sonata,2018,White,Nigerian Used,113523,Automatic,"8,925,000"
Mercedes-Benz,GLK-Class,2011,350 4MATIC,Red,Nigerian Used,Automatic,"7,100,000"
Renault,Megane,2003,2.0 CC Automatic,Black,Nigerian Used,Automatic,"840,000"
Honda,Pilot,2007,Red,Nigerian Used,425808,Automatic,"1,890,000"
Honda,Crosstour,2010,3.5 AWD,Red,Nigerian Used,Automatic,"3,255,000"
Volkswagen,Beetle,2008,Gold,Foreign Used,90330,Automatic,"2,625,000"
Toyota,Camry,2005,LE 4dr Sedan (2.4L 4cyl 5A),Gold,Nigerian Used,Automatic,"2,310,000"
Land Rover,Range Rover Velar,2018,Gray,Foreign Used,128787,Automatic,"54,080,000"
Toyota,Matrix,2004,Gray,Nigerian Used,272514,Automatic,"2,100,000"
Toyota,Sienna,2001,Gold,Nigerian Used,230386,Automatic,"1,785,000"
Toyota,Highlander,2009,White,Nigerian Used,194005,Automatic,"6,448,000"
Hyundai,H300,2013,Black,Nigerian Used,64293,Automatic,"6,615,000"
Lexus,ES,2007,Black,Foreign Used,196035,Automatic,"6,090,000"
Honda,Odyssey,2006,Gold,Nigerian Used,408163,Automatic,"2,205,000"
Lexus,IS,2008,250,Blue,Nigerian Used,Automatic,"3,570,000"
Toyota,Camry,2010,Black,Nigerian Used,209835,Automatic,"2,940,000"
Lexus,ES,2007,Black,Nigerian Used,138070,Automatic,"4,410,000"
Lexus,LS,2008,Silver,Nigerian Used,402077,Automatic,"6,240,004"
Honda,Accord,2008,2.4 EX Automatic,Pink,Nigerian Used,Automatic,"2,808,000"
Peugeot,307,2005,Blue,Nigerian Used,298986,Manual,"1,456,000"
Ford,F-150,2010,Black,Nigerian Used,93914,Automatic,"9,776,000"
Mercedes-Benz,E350,2014,White,Nigerian Used,24905,Automatic,"9,360,000"
Toyota,Matrix,2006,Blue,Nigerian Used,169698,Automatic,"2,100,000"
Lexus,RX 350,2007,Gold,Nigerian Used,136959,Automatic,"3,570,000"
Mercedes-Benz,M Class,2005,White,Nigerian Used,398545,Automatic,"4,680,000"
Lexus,ES,2009,Black,Nigerian Used,248393,Automatic,"5,720,000"
Toyota,Sienna,2005,Silver,Nigerian Used,400516,Automatic,"2,604,000"
Ford,Edge,2014,Red,Foreign Used,287407,Automatic,"6,300,000"
Mazda,MPV,2004,White,Nigerian Used,155060,Automatic,"1,627,500"
Lexus,ES,2005,Black,Nigerian Used,310270,Automatic,"2,520,000"
Nissan,Sunny,2010,Black,Nigerian Used,137637,Manual,"1,155,000"
Honda,CR-V,2009,Black,Nigerian Used,274292,Automatic,"2,625,000"
Honda,Accord,2006,Gray,Nigerian Used,184412,Automatic,"2,600,000"
Toyota,Camry,2002,Red,Nigerian Used,245485,Automatic,"1,924,000"
Honda,Accord,2006,Silver,Nigerian Used,163454,Automatic,"1,768,000"
Kia,Sorento,2012,Gray,Nigerian Used,81089,Automatic,"2,940,000"
Hyundai,Santa Fe,2010,Blue,Nigerian Used,200338,Automatic,"5,200,000"
Lexus,GX,2011,Black,Nigerian Used,119322,Automatic,"13,650,000"
Ford,Fusion,2007,Black,Nigerian Used,227404,Automatic,"1,890,000"
Lexus,RX,1999,300,Gold,Nigerian Used,Automatic,"1,575,000"
Honda,Accord Crosstour,2010,White,Nigerian Used,145720,Automatic,"3,255,000"
Mercedes-Benz,C280,2007,White,Nigerian Used,232150,Automatic,"1,260,000"
Toyota,Fortuner,2014,Beige,Nigerian Used,186226,Automatic,"11,550,000"
Citroen,DS 3,2016,White,Foreign Used,22121,Automatic,"28,125,000"
Kia,Rio,2014,Brown,Nigerian Used,114605,Manual,"1,417,500"
Toyota,Matrix,2003,Black,Nigerian Used,383959,Automatic,"2,362,500"
Nissan,Altima,2012,Black,Foreign Used,194015,Automatic,"3,990,000"
Toyota,Corolla,2009,S 4dr Sedan (1.8L 4cyl 4A),Gray,Nigerian Used,Automatic,"4,680,000"
Toyota,Camry,2012,Black,Foreign Used,177764,Automatic,"6,720,000"
Mercedes-Benz,M Class,2006,ML 350 AWD 4Matic (3.5L V6 7A),Silver,Nigerian Used,Automatic,"3,150,000"
Honda,Crosstour,2013,Black,Nigerian Used,93743,Automatic,"5,040,000"
Peugeot,307,2008,Black,Nigerian Used,348446,Manual,"1,281,000"
Mitsubishi,L200,2009,White,Nigerian Used,320234,Manual,"2,625,000"
Nissan,Murano,2006,White,Nigerian Used,112344,Automatic,"2,205,000"
Mercedes-Benz,C300,2016,Brown,Nigerian Used,76884,Automatic,"12,480,000"
Toyota,Highlander,2016,Black,Foreign Used,121938,Automatic,"18,200,000"
Lexus,IS,2010,White,Nigerian Used,243451,Automatic,"3,570,000"
Mazda,CX-7,2011,Black,Foreign Used,103480,Automatic,"7,875,000"
Toyota,Avalon,2006,Gray,Nigerian Used,110285,Automatic,"3,120,000"
Toyota,Highlander,2004,Gold,Nigerian Used,120207,Automatic,"2,625,000"
Hyundai,Santa Fe,2002,Red,Foreign Used,309089,Automatic,"2,940,000"
Hyundai,Santa Fe,2007,Gray,Nigerian Used,389929,Automatic,"2,452,800"
Toyota,Verso,2010,Gray,Foreign Used,241625,Automatic,"3,885,000"
Lexus,GX,2011,460,Black,Nigerian Used,Automatic,"14,700,000"
Toyota,Sienna,2006,Gray,Nigerian Used,204220,Automatic,"2,688,000"
Lexus,ES,2009,Gray,Nigerian Used,184637,Automatic,"3,780,000"
Honda,Accord,2005,Silver,Nigerian Used,1,Automatic,"1,365,000"
Toyota,Venza,2011,Black,Nigerian Used,126699,Automatic,"6,300,000"
Toyota,Camry,2007,White,Nigerian Used,197298,Automatic,"3,432,000"
Lexus,LS,2016,White,Foreign Used,199685,Automatic,"31,500,000"
Hyundai,Elantra,2012,GLS Automatic,Black,Foreign Used,Automatic,"5,355,000"
Toyota,Matrix,2010,Black,Foreign Used,105437,Automatic,"5,145,000"
Honda,Accord Crosstour,2013,EX-L w/Navigation AWD,Green,Nigerian Used,Automatic,"6,982,500"
Mazda,CX-7,2011,Gray,Foreign Used,193464,Automatic,"4,200,000"
Toyota,Land Cruiser,2014,Black,Nigerian Used,8209,Automatic,"29,120,000"
Toyota,Camry,2020,Ivory,Foreign Used,948,Automatic,"27,040,000"
Dodge,Journey,2012,White,Nigerian Used,313340,Automatic,"3,360,000"
Toyota,Corolla,2010,Silver,Nigerian Used,282802,Automatic,"3,465,000"
Toyota,Camry,2014,Black,Nigerian Used,71066,Automatic,"5,355,000"
Honda,Accord,2009,Gray,Nigerian Used,117423,Automatic,"3,640,000"
Opel,Zafira,2007,Red,Nigerian Used,202952,Manual,"2,100,000"
Lexus,IS,2008,White,Nigerian Used,168719,Automatic,"3,675,000"
Kia,Cerato,2014,Blue,Nigerian Used,150265,Automatic,"3,150,000"
Mercedes-Benz,GL-Class,2007,Silver,Nigerian Used,159228,Automatic,"5,200,000"
Lexus,RX 350,2007,Silver,Foreign Used,125939,Automatic,"6,300,000"
Ford,Edge,2009,Silver,Nigerian Used,322933,Automatic,"2,100,000"
Toyota,Sienna,2012,Gray,Nigerian Used,347487,Automatic,"5,250,000"
Toyota,Camry,2007,Silver,Nigerian Used,155297,Automatic,"2,677,500"
Lexus,RX 300,1999,Beige,Nigerian Used,315873,Automatic,"2,016,000"
Mercedes-Benz,CLA-Class,2014,CLA250 4dr Sedan (2.0L 4cyl Turbo 7AM),White,Foreign Used,Automatic,"13,520,000"
Brand New,No faults,GAC,GA4,2023,Silver,Automatic,"18,100,000"
Lexus,ES,2005,Black,Nigerian Used,184979,Automatic,"3,120,000"
Toyota,Matrix,2008,Black,Nigerian Used,126661,Automatic,"2,730,000"
Audi,A6,2006,Gray,Nigerian Used,280820,Automatic,"2,520,000"
Infiniti,Q50,2014,Silver,Foreign Used,144116,Automatic,"9,765,000"
Toyota,Sienna,2008,CE FWD,Blue,Foreign Used,Automatic,"5,250,000"
Toyota,Highlander,2016,Blue,Foreign Used,110510,Automatic,"22,500,000"
Hyundai,Elantra,2013,Gray,Foreign Used,256515,Automatic,"5,550,000"
Hyundai,Sonata,2003,Burgandy,Nigerian Used,132617,Automatic,"1,470,000"
Toyota,Hilux,2011,Brown,Nigerian Used,112642,Manual,"5,250,000"
Nissan,Pathfinder,2015,Black,Nigerian Used,135495,Automatic,"3,150,000"
Jeep,Cherokee,2002,Black,Nigerian Used,297734,Automatic,"1,050,000"
Toyota,Highlander,2007,Silver,Nigerian Used,124758,Automatic,"2,835,000"
Toyota,Tacoma,2010,Black,Nigerian Used,191101,Automatic,"7,350,000"
Jeep,Compass,2007,Black,Nigerian Used,101780,Automatic,"2,520,000"
Mercedes-Benz,C-Class,2005,Silver,Nigerian Used,248540,Automatic,"2,835,000"
Toyota,Camry,2010,LE 4dr Sedan (2.5L 4cyl 6AM),Red,Nigerian Used,Automatic,"2,835,000"
Mercedes-Benz,C300,2016,Black,Nigerian Used,87870,Automatic,"8,925,000"
Lexus,ES,2007,Silver,Foreign Used,80875,Automatic,"5,250,000"
Ford,Edge,2016,Black,Nigerian Used,42959,Automatic,"6,300,000"
Toyota,Camry,2009,Gray,Foreign Used,341645,Automatic,"4,239,375"
Toyota,Camry,2007,Gray,Nigerian Used,156571,Automatic,"3,328,000"
Mercedes-Benz,C300,2009,Silver,Nigerian Used,136025,Automatic,"4,586,400"
Nissan,Murano,2004,SE,Black,Nigerian Used,CVT,"1,575,000"
Hyundai,Santa Fe,2007,Gray,Nigerian Used,307758,Automatic,"3,952,000"
Volkswagen,Touran,2004,1.6 FSI Highline,Gray,Foreign Used,Manual,"2,782,500"
Lexus,LS,2005,430,Silver,Nigerian Used,Automatic,"4,200,000"
Mercedes-Benz,C320,1998,Silver,Nigerian Used,160932,Automatic,"1,165,500"
Mercedes-Benz,M Class,2006,Red,Nigerian Used,3500,Automatic,"4,680,000"
Nissan,Altima,2015,2.5 4dr Sedan (2.5L 4cyl CVT),Silver,Nigerian Used,Automatic,"3,675,000"
Opel,Vectra,2005,Black,Foreign Used,191351,Automatic,"3,675,000"
Lexus,ES,2010,Black,Nigerian Used,183936,Automatic,"5,175,000"
Ford,Explorer,2005,Blue,Foreign Used,149489,Automatic,"4,200,000"
Toyota,Corolla,2005,Green,Foreign Used,192550,Manual,"2,100,000"
Ford,Transit,2009,White,Foreign Used,150398,Manual,"2,110,500"
Isuzu,Trooper,2000,Black,Nigerian Used,281380,Automatic,"1,890,000"
Toyota,Venza,2009,Silver,Foreign Used,190721,Automatic,"11,440,000"
Suzuki,Every Wagon,2000,Gold,Nigerian Used,200000,Automatic,"945,000"
Toyota,HiAce,2013,White,Foreign Used,120659,Manual,"15,750,000"
Toyota,RAV4,2017,Gray,Nigerian Used,79618,Automatic,"9,975,000"
Honda,Accord,2005,White,Nigerian Used,359460,Manual,"1,370,000"
Toyota,Corolla Verso,2002,1.6,Gray,Nigerian Used,Manual,"2,100,000"
Lexus,ES,2004,Blue,Nigerian Used,147779,Automatic,"2,808,000"
Honda,Accord,2003,Gray,Nigerian Used,346135,Automatic,"945,000"
Toyota,Camry,2007,Black,Nigerian Used,113303,Automatic,"2,772,000"
Toyota,Camry,2011,Gray,Nigerian Used,141081,Automatic,"3,900,000"
Nissan,Sentra,2006,Gray,Nigerian Used,480753,Automatic,"1,365,000"
Mercedes-Benz,CLA-Class,2016,White,Nigerian Used,109877,Automatic,"8,726,550"
Volkswagen,Passat,2007,Black,Nigerian Used,134588,Automatic,"2,080,000"
Chrysler,200,2015,White,Foreign Used,203737,Automatic,"8,715,000"
Infiniti,FX,2005,35 AWD,Blue,Nigerian Used,Automatic,"2,100,000"
Peugeot,301,2015,Gray,Nigerian Used,1069870,Automatic,"4,725,000"
Toyota,Land Cruiser Prado,2010,Gray,Nigerian Used,186197,Automatic,"10,920,000"
Toyota,RAV4,2008,Red,Foreign Used,127064,Automatic,"3,990,000"
BMW,318i,2006,Black,Nigerian Used,231823,Automatic,"2,100,000"
Toyota,Camry,2004,Gray,Nigerian Used,293604,Automatic,"2,100,000"
Toyota,Venza,2012,Brown,Nigerian Used,105321,Automatic,"8,060,000"
Toyota,Camry,2006,Silver,Nigerian Used,153575,Automatic,"2,808,000"
Ford,Edge,2013,Gray,Nigerian Used,59534,Automatic,"5,720,000"
Toyota,Camry,2004,Black,Nigerian Used,212112,Automatic,"2,392,000"
Pontiac,Torrent,2006,Black,Nigerian Used,304692,Automatic,"3,675,000"
Nissan,Xterra,2002,SE 4x2,Silver,Nigerian Used,Automatic,"1,575,000"
Scion,tC,2006,Blue,Nigerian Used,159858,Automatic,"1,575,000"
Toyota,RAV4,2003,Silver,Nigerian Used,195556,Automatic,"1,785,000"
Toyota,Sienna,2005,LE AWD,Gray,Foreign Used,Automatic,"4,252,500"
Kia,Sportage,2002,Black,Nigerian Used,234312,Automatic,"1,470,000"
Toyota,Corolla,2010,Black,Nigerian Used,250204,Automatic,"4,160,000"
Toyota,Venza,2013,LE AWD V6,Gray,Foreign Used,Automatic,"10,500,000"
Lexus,RX 350,2010,Green,Nigerian Used,8608,Automatic,"7,875,000"
Chevrolet,Malibu,2017,Silver,Foreign Used,30785,Automatic,"12,400,000"
Lexus,ES,2003,White,Nigerian Used,468097,Automatic,"2,704,000"
Mercedes-Benz,C300,2011,Sport 4Matic Sedan AWD (3.0L 6cyl 7A),Black,Nigerian Used,Automatic,"3,675,000"
Lexus,IS,2009,250,Blue,Foreign Used,Automatic,"3,465,000"
Toyota,Camry,2013,Red,Nigerian Used,113105,Automatic,"6,240,000"
Toyota,Sienna,2013,Red,Foreign Used,120509,Automatic,"10,400,000"
Nissan,Almera,2000,Green,Nigerian Used,275045,Automatic,"1,155,000"
Mercedes-Benz,C240,2001,Silver,Nigerian Used,482800,Automatic,"1,575,000"
Acura,MDX,2004,White,Nigerian Used,180696,Automatic,"1,680,000"
Nissan,Frontier,2008,Black,Nigerian Used,254999,Automatic,"2,625,000"
Lexus,ES,2007,Silver,Nigerian Used,411545,Automatic,"4,200,000"
Honda,Pilot,2005,Gray,Nigerian Used,189652,Automatic,"1,663,200"
Lexus,ES,2013,Black,Foreign Used,213898,Automatic,"9,450,000"
Nissan,Micra,2002,Red,Foreign Used,69724,Manual,"1,417,500"
Kia,Cerato,2008,Silver,Nigerian Used,292219,Automatic,"1,680,000"
Infiniti,QX4,2002,Red,Nigerian Used,113129,Automatic,"1,680,000"
Toyota,Avensis,2007,Black,Nigerian Used,219491,Automatic,"1,848,000"
